File,Label
PAEP-003541_None.png,4
PAEP-004139_noise.png,0
PAEP-002738_None.png,4
PAEP-004966_shift.png,1
PAEP-000794_None.png,1
PAEP-002620_None.png,4
PAEP-004845_noise.png,4
PAEP-000551_None.png,0
PAEP-002462_noise.png,1
PAEP-001317_shift.png,1
PAEP-003222_shift.png,5
PAEP-000780_None.png,3
PAEP-003286_shift.png,0
PAEP-001245_noise.png,2
PAEP-001535_shift_None.png,1
PAEP-000041_shift.png,4
PAEP-001009_None.png,3
PAEP-000294_shift.png,0
PAEP-001858_shift.png,4
PAEP-003833_noise.png,2
PAEP-004465_noise.png,3
PAEP-002924_None.png,2
PAEP-003953_shift.png,0
PAEP-000124_noise.png,0
PAEP-000304_noise.png,1
PAEP-000773_None.png,2
PAEP-000944_shift.png,5
PAEP-000118_None.png,0
PAEP-000374_noise.png,5
PAEP-001051_noise.png,4
PAEP-001304_shift.png,5
PAEP-004001_None.png,3
PAEP-003869_shift.png,1
PAEP-000148_noise.png,3
PAEP-001421_None.png,2
PAEP-001583_noise.png,4
PAEP-001088_noise.png,5
PAEP-004285_shift.png,5
PAEP-002043_None.png,3
PAEP-000562_None.png,1
PAEP-000441_None.png,4
PAEP-002837_None.png,3
PAEP-003154_None.png,2
PAEP-003356_noise.png,5
PAEP-000717_shift.png,1
PAEP-003699_noise.png,4
PAEP-004068_shift.png,4
PAEP-001282_noise.png,4
PAEP-003893_shift.png,0
PAEP-005115_shift.png,1
PAEP-003444_noise.png,2
PAEP-001719_noise_noise.png,3
PAEP-001904_shift.png,2
PAEP-000651_shift.png,5
PAEP-001972_shift.png,4
PAEP-003108_None.png,3
PAEP-004491_None.png,0
PAEP-003016_None.png,5
PAEP-002704_noise.png,2
PAEP-000542_shift.png,1
PAEP-004664_noise.png,3
PAEP-000684_shift.png,0
PAEP-001761_noise.png,2
PAEP-001036_noise.png,0
PAEP-000658_noise.png,1
PAEP-004078_noise.png,3
PAEP-005130_noise.png,5
PAEP-002315_None.png,2
PAEP-001458_None.png,1
PAEP-005192_None.png,2
PAEP-003626_shift.png,5
PAEP-000635_noise.png,0
PAEP-004857_noise.png,1
PAEP-001631_shift.png,5
PAEP-004357_noise.png,1
PAEP-004568_shift.png,0
PAEP-004692_shift.png,0
PAEP-004939_None.png,0
PAEP-002808_noise.png,2
PAEP-003260_None.png,3
PAEP-002698_noise.png,4
PAEP-002347_noise.png,1
PAEP-003180_noise.png,1
PAEP-001545_noise.png,5
PAEP-003220_None.png,2
PAEP-000923_shift.png,4
PAEP-004599_None.png,1
PAEP-004087_shift.png,3
PAEP-005080_None.png,4
PAEP-002733_shift.png,2
PAEP-003232_shift.png,3
PAEP-003202_None.png,0
PAEP-003566_noise.png,5
PAEP-003519_shift.png,2
PAEP-002095_shift.png,0
PAEP-003794_noise.png,1
PAEP-001993_noise_shift.png,5
PAEP-002669_noise.png,4
PAEP-004137_shift.png,4
PAEP-004365_shift.png,2
PAEP-003714_shift.png,3
PAEP-004646_shift.png,5
PAEP-000949_noise.png,3
PAEP-001664_None.png,4
PAEP-005089_shift.png,2
PAEP-004672_None.png,1
PAEP-003643_noise.png,5
PAEP-002074_shift.png,2
PAEP-004114_noise.png,5
PAEP-003551_shift.png,0
PAEP-002760_shift_shift.png,3
PAEP-003554_shift.png,1
PAEP-002136_shift.png,5
PAEP-002841_shift.png,0
PAEP-004537_shift.png,5
PAEP-002489_shift.png,0
PAEP-004741_shift.png,3
PAEP-004476_shift.png,3
PAEP-001657_shift.png,3
PAEP-004576_None.png,4
PAEP-003295_None.png,2
PAEP-001448_None.png,0
PAEP-005007_None.png,3
PAEP-003802_noise_None.png,3
PAEP-002831_shift_shift.png,3
PAEP-004502_shift.png,1
PAEP-001806_shift.png,1
PAEP-003110_noise.png,5
PAEP-004928_shift_shift.png,0
PAEP-001076_None.png,5
PAEP-001071_shift_None.png,4
PAEP-005050_shift.png,0
PAEP-003922_None.png,2
PAEP-004732_shift.png,0
PAEP-003115_shift.png,1
PAEP-002597_shift.png,5
PAEP-002003_noise_None.png,3
PAEP-003362_None.png,1
PAEP-001623_noise.png,4
PAEP-003214_noise_noise.png,2
PAEP-004720_shift.png,1
PAEP-003529_shift.png,4
PAEP-002710_shift.png,2
PAEP-002949_noise.png,2
