File,Label
PAEP-002135.wav,4
PAEP-001277.wav,1
PAEP-000938.wav,1
PAEP-000955.wav,1
PAEP-001190.wav,1
PAEP-000609.wav,4
PAEP-000039.wav,0
PAEP-000514.wav,2
PAEP-000949.wav,4
PAEP-002062.wav,1
PAEP-000074.wav,1
PAEP-001878.wav,5
PAEP-000355.wav,3
PAEP-000456.wav,5
PAEP-000838.wav,0
PAEP-001267.wav,5
PAEP-000861.wav,2
PAEP-000088.wav,1
PAEP-002003.wav,1
PAEP-002173.wav,4
PAEP-000318.wav,1
PAEP-001422.wav,3
PAEP-001719.wav,1
PAEP-000948.wav,2
PAEP-001945.wav,4
PAEP-000025.wav,1
PAEP-000661.wav,5
PAEP-002165.wav,4
PAEP-001446.wav,4
PAEP-000123.wav,3
PAEP-001323.wav,5
PAEP-001992.wav,1
PAEP-001453.wav,3
PAEP-001222.wav,3
PAEP-001113.wav,1
PAEP-001930.wav,4
PAEP-000349.wav,1
PAEP-000803.wav,1
PAEP-000345.wav,1
PAEP-001562.wav,1
PAEP-001430.wav,4
PAEP-000616.wav,1
PAEP-000047.wav,1
PAEP-001338.wav,0
PAEP-001184.wav,1
PAEP-001491.wav,4
PAEP-000736.wav,1
PAEP-001910.wav,4
PAEP-000826.wav,2
PAEP-001578.wav,4
PAEP-000876.wav,0
PAEP-001281.wav,4
PAEP-001452.wav,1
PAEP-002092.wav,1
PAEP-001950.wav,4
PAEP-000352.wav,1
PAEP-000322.wav,2
PAEP-001517.wav,1
PAEP-001843.wav,4
PAEP-000779.wav,4
PAEP-000400.wav,1
PAEP-000698.wav,1
PAEP-000860.wav,2
PAEP-000105.wav,5
PAEP-001532.wav,5
PAEP-001048.wav,0
PAEP-002169.wav,4
PAEP-000542.wav,2
PAEP-001398.wav,3
PAEP-000311.wav,5
PAEP-001306.wav,2
PAEP-000844.wav,2
PAEP-000476.wav,1
PAEP-001291.wav,4
PAEP-001968.wav,5
PAEP-000266.wav,1
PAEP-001777.wav,4
PAEP-001014.wav,0
PAEP-001095.wav,0
PAEP-000687.wav,1
PAEP-001971.wav,5
PAEP-001594.wav,5
PAEP-000448.wav,0
PAEP-000879.wav,1
PAEP-000831.wav,5
PAEP-001939.wav,5
PAEP-001003.wav,2
PAEP-000141.wav,5
PAEP-002150.wav,3
PAEP-002107.wav,0
PAEP-000646.wav,4
PAEP-000580.wav,4
PAEP-001400.wav,5
PAEP-001854.wav,1
PAEP-000887.wav,4
PAEP-002026.wav,5
PAEP-002069.wav,2
PAEP-001893.wav,4
PAEP-000079.wav,1
PAEP-001998.wav,4
PAEP-000836.wav,1
PAEP-001034.wav,1
PAEP-001376.wav,2
PAEP-000951.wav,0
PAEP-002109.wav,4
PAEP-002156.wav,4
PAEP-001075.wav,3
PAEP-001739.wav,1
PAEP-000842.wav,0
PAEP-002196.wav,3
PAEP-000960.wav,0
PAEP-000629.wav,5
PAEP-000022.wav,5
PAEP-001784.wav,5
PAEP-000959.wav,5
PAEP-001318.wav,2
PAEP-000211.wav,0
PAEP-002095.wav,4
PAEP-001180.wav,0
PAEP-000919.wav,2
PAEP-002056.wav,5
PAEP-001289.wav,4
PAEP-001750.wav,1
PAEP-001515.wav,2
PAEP-000499.wav,3
PAEP-002044.wav,3
PAEP-001687.wav,5
PAEP-001621.wav,5
PAEP-000068.wav,3
PAEP-001527.wav,4
PAEP-000276.wav,5
PAEP-001658.wav,3
PAEP-001826.wav,4
PAEP-000153.wav,4
PAEP-001660.wav,4
PAEP-001732.wav,1
PAEP-001748.wav,1
PAEP-001983.wav,3
PAEP-001705.wav,2
PAEP-000058.wav,4
PAEP-000758.wav,1
PAEP-001195.wav,3
PAEP-001593.wav,4
PAEP-001725.wav,1
PAEP-001327.wav,5
PAEP-000287.wav,1
PAEP-001737.wav,4
PAEP-001178.wav,1
PAEP-000755.wav,0
PAEP-000867.wav,2
PAEP-000714.wav,4
PAEP-001933.wav,1
PAEP-001344.wav,0
PAEP-001840.wav,2
PAEP-002137.wav,4
PAEP-000111.wav,0
PAEP-000834.wav,4
PAEP-000433.wav,5
PAEP-000501.wav,0
PAEP-000720.wav,4
PAEP-001749.wav,4
PAEP-001962.wav,3
PAEP-000133.wav,2
PAEP-000463.wav,4
PAEP-000880.wav,0
PAEP-000308.wav,2
PAEP-001504.wav,1
PAEP-000157.wav,5
PAEP-001601.wav,0
PAEP-001081.wav,1
PAEP-001813.wav,2
PAEP-001585.wav,2
PAEP-000102.wav,0
PAEP-002072.wav,4
PAEP-001609.wav,4
PAEP-000257.wav,4
PAEP-001979.wav,1
PAEP-001179.wav,1
PAEP-001464.wav,4
PAEP-000598.wav,4
PAEP-001170.wav,1
PAEP-002055.wav,5
PAEP-001185.wav,1
PAEP-000432.wav,4
PAEP-000337.wav,5
PAEP-000333.wav,0
PAEP-000870.wav,4
PAEP-001372.wav,2
PAEP-000214.wav,0
PAEP-000865.wav,1
PAEP-001681.wav,3
PAEP-002138.wav,4
PAEP-000278.wav,1
PAEP-001121.wav,0
PAEP-000757.wav,0
PAEP-002002.wav,1
PAEP-000942.wav,5
PAEP-000964.wav,5
PAEP-000219.wav,4
PAEP-001337.wav,1
PAEP-001092.wav,0
PAEP-002110.wav,1
PAEP-001389.wav,2
PAEP-000443.wav,3
PAEP-000776.wav,3
PAEP-001423.wav,3
PAEP-001364.wav,5
PAEP-001230.wav,4
PAEP-001657.wav,1
PAEP-000743.wav,1
PAEP-001664.wav,3
PAEP-000937.wav,5
PAEP-002104.wav,1
PAEP-001322.wav,1
PAEP-000651.wav,1
PAEP-001866.wav,2
PAEP-001212.wav,3
PAEP-000252.wav,1
PAEP-001898.wav,4
PAEP-001539.wav,5
PAEP-001484.wav,5
PAEP-001781.wav,5
PAEP-001577.wav,1
PAEP-001847.wav,3
PAEP-001079.wav,4
PAEP-002043.wav,1
PAEP-001108.wav,3
PAEP-000449.wav,3
PAEP-001560.wav,5
PAEP-000621.wav,4
PAEP-000189.wav,5
PAEP-000265.wav,5
PAEP-000061.wav,0
PAEP-001132.wav,2
PAEP-000548.wav,2
PAEP-001043.wav,4
PAEP-001027.wav,1
PAEP-001865.wav,5
PAEP-001270.wav,5
PAEP-001205.wav,3
PAEP-000873.wav,1
PAEP-001298.wav,5
PAEP-000360.wav,2
PAEP-000565.wav,5
PAEP-002070.wav,3
PAEP-000505.wav,3
PAEP-000594.wav,4
PAEP-001246.wav,5
PAEP-000289.wav,3
PAEP-001806.wav,4
PAEP-000264.wav,4
PAEP-001098.wav,2
PAEP-001745.wav,3
PAEP-001589.wav,4
PAEP-000280.wav,4
PAEP-001820.wav,5
PAEP-000210.wav,3
PAEP-002078.wav,0
PAEP-001363.wav,3
PAEP-001798.wav,2
PAEP-002071.wav,3
PAEP-000571.wav,1
PAEP-001754.wav,4
PAEP-000175.wav,5
PAEP-001960.wav,4
PAEP-001673.wav,1
PAEP-000895.wav,4
PAEP-001766.wav,4
PAEP-000376.wav,0
PAEP-001458.wav,0
PAEP-000920.wav,5
PAEP-000962.wav,2
PAEP-001800.wav,5
PAEP-001756.wav,5
PAEP-002054.wav,1
PAEP-001229.wav,3
PAEP-001502.wav,4
PAEP-001520.wav,2
PAEP-001472.wav,4
PAEP-002100.wav,2
PAEP-000781.wav,2
PAEP-001598.wav,3
PAEP-000359.wav,1
PAEP-000503.wav,1
PAEP-000159.wav,1
PAEP-000940.wav,2
PAEP-001320.wav,1
PAEP-001077.wav,1
PAEP-000704.wav,1
PAEP-000298.wav,5
PAEP-001533.wav,5
PAEP-000894.wav,2
PAEP-000886.wav,0
PAEP-002193.wav,4
PAEP-002051.wav,1
PAEP-000772.wav,2
PAEP-002079.wav,0
PAEP-002045.wav,5
PAEP-001266.wav,5
PAEP-001861.wav,3
PAEP-001522.wav,2
PAEP-001926.wav,4
